  0.253484,   1.555892,  -0.253484,   0.509269,   0.358345,   0.085486
  0.303427,   1.432879,  -0.154730,   0.450716,   0.304084,   0.100731
  0.216164,   1.292462,  -0.196572,   0.345204,   0.299000,   0.123300
  0.191854,   1.162264,  -0.179642,   0.303892,   0.271454,   0.100138
  0.172048,   1.045185,  -0.162408,   0.267454,   0.246407,   0.079686
  0.154635,   0.939895,  -0.146523,   0.235439,   0.223919,   0.061404
  0.139107,   0.845210,  -0.132099,   0.207352,   0.203731,   0.045163
  0.125193,   0.760062,  -0.119056,   0.182727,   0.185585,   0.030856
  0.112698,   0.683492,  -0.107281,   0.161139,   0.169246,   0.018363
  0.101463,   0.614635,  -0.096659,   0.142206,   0.154508,   0.007554
  0.091354,   0.552716,  -0.087080,   0.125590,   0.141190,  -0.001709
  0.082255,   0.497036,  -0.078443,   0.110997,   0.129136,  -0.009567
  0.074062,   0.446965,  -0.070657,   0.098169,   0.118209,  -0.016155
  0.066683,   0.401939,  -0.063638,   0.086884,   0.108290,  -0.021609
  0.060038,   0.361450,  -0.057312,   0.076948,   0.099276,  -0.026052
  0.054052,   0.325040,  -0.051610,   0.068193,   0.091073,  -0.029604
  0.048661,   0.292299,  -0.046472,   0.060473,   0.083601,  -0.032372
  0.043804,   0.262856,  -0.041842,   0.053662,   0.076787,  -0.034456
  0.039431,   0.236379,  -0.037670,   0.047647,   0.070568,  -0.035948
  0.035491,   0.212570,  -0.033912,   0.042332,   0.064886,  -0.036928
  0.031944,   0.191159,  -0.030526,   0.037633,   0.059689,  -0.037470
  0.028749,   0.171905,  -0.027477,   0.033474,   0.054932,  -0.037641
  0.025872,   0.154591,  -0.024730,   0.029792,   0.050575,  -0.037499
  0.023282,   0.139021,  -0.022256,   0.026529,   0.046580,  -0.037095
  0.020951,   0.125019,  -0.020029,   0.023636,   0.042915,  -0.036475
  0.018851,   0.112428,  -0.018024,   0.021069,   0.039549,  -0.035680
  0.016962,   0.101105,  -0.016218,   0.018791,   0.036458,  -0.034744
  0.015261,   0.090922,  -0.014593,   0.016767,   0.033616,  -0.033698
  0.013730,   0.081766,  -0.013130,   0.014967,   0.031002,  -0.032569
  0.012352,   0.073531,  -0.011813,   0.013368,   0.028597,  -0.031378
  0.011112,   0.066126,  -0.010628,   0.011944,   0.026383,  -0.030146
  0.009996,   0.059466,  -0.009562,   0.010677,   0.024345,  -0.028889
  0.008992,   0.053478,  -0.008602,   0.009548,   0.022467,  -0.027620
  0.008089,   0.048092,  -0.007738,   0.008542,   0.020736,  -0.026353
  0.007276,   0.043249,  -0.006961,   0.007645,   0.019141,  -0.025095
  0.006545,   0.038893,  -0.006262,   0.006846,   0.017670,  -0.023856
  0.005887,   0.034977,  -0.005633,   0.006132,   0.016314,  -0.022642
  0.005295,   0.031454,  -0.005067,   0.005495,   0.015063,  -0.021458
  0.004763,   0.028287,  -0.004558,   0.004926,   0.013910,  -0.020308
  0.004284,   0.025438,  -0.004100,   0.004418,   0.012846,  -0.019196
  0.003853,   0.022876,  -0.003687,   0.003964,   0.011864,  -0.018124
  0.003465,   0.020573,  -0.003317,   0.003558,   0.010958,  -0.017092
  0.003117,   0.018501,  -0.002983,   0.003195,   0.010122,  -0.016104
  0.002803,   0.016638,  -0.002683,   0.002870,   0.009351,  -0.015158
  0.002521,   0.014962,  -0.002413,   0.002580,   0.008640,  -0.014255
  0.002267,   0.013456,  -0.002171,   0.002319,   0.007983,  -0.013395
  0.002039,   0.012101,  -0.001952,   0.002086,   0.007377,  -0.012576
  0.001834,   0.010882,  -0.001756,   0.001877,   0.006818,  -0.011800
  0.001649,   0.009786,  -0.001579,   0.001689,   0.006303,  -0.011064
  0.001483,   0.008801,  -0.001421,   0.001521,   0.005827,  -0.010367
