   0.343463,  -0.500066,  -0.483327,   0.464726,  -0.034829,  -0.053008,  -0.068841,  -0.510715,  -1.303663,   1.300878,  -0.971940,   0.969155, 0
   0.399607,  -0.504092,  -0.430952,  -0.214251,  -0.755296,   1.441019,  -0.953345,   0.088908,  -2.946117,   2.773815,  -1.704285,   1.531983, 0
   0.434117,  -0.497419,  -0.399927,  -0.287054,  -0.731491,   1.316992,  -0.984696,   0.106043,  -3.738497,   3.847165,  -1.937239,   2.045907, 0
   0.464264,  -0.489492,  -0.372878,  -0.334758,  -0.709572,   1.210139,  -1.018193,   0.104129,  -4.385428,   4.827850,  -2.095461,   2.537883, 0
   0.491141,  -0.481151,  -0.348773,  -0.374351,  -0.691629,   1.120422,  -1.052908,   0.098826,  -4.935127,   5.728765,  -2.209471,   3.003109, 0
   0.515225,  -0.472708,  -0.327177,  -0.408974,  -0.677549,   1.047298,  -1.089597,   0.092624,  -5.407247,   6.556391,  -2.291178,   3.440322, 0
   0.536866,  -0.464350,  -0.307771,  -0.439833,  -0.666997,   0.989876,  -1.128785,   0.086253,  -5.815231,   7.316298,  -2.348345,   3.849412, 0
   0.556354,  -0.456200,  -0.290297,  -0.467592,  -0.659559,   0.946924,  -1.170631,   0.079994,  -6.169484,   8.013698,  -2.386695,   4.230909, 0
   0.573933,  -0.448341,  -0.274534,  -0.492695,  -0.654734,   0.916893,  -1.214965,   0.073967,  -6.478369,   8.653503,  -2.410609,   4.585743, 0
   0.589816,  -0.440824,  -0.260291,  -0.515469,  -0.651939,   0.897981,  -1.261360,   0.068228,  -6.748696,   9.240330,  -2.423465,   4.915099, 0
   0.604186,  -0.433680,  -0.247405,  -0.536177,  -0.650549,   0.888259,  -1.309221,   0.062804,  -6.986049,   9.778488,  -2.427875,   5.220314, 0
   0.617202,  -0.426922,  -0.235733,  -0.555033,  -0.649949,   0.885801,  -1.357883,   0.057704,  -7.195029,  10.271979,  -2.425856,   5.502806, 0
   0.629004,  -0.420555,  -0.225149,  -0.572219,  -0.649581,   0.888812,  -1.406680,   0.052928,  -7.379467,  10.724502,  -2.418976,   5.764010, 0
   0.639715,  -0.414574,  -0.215543,  -0.587894,  -0.648985,   0.895709,  -1.455010,   0.048471,  -7.542579,  11.139467,  -2.408459,   6.005346, 0
   0.649444,  -0.408968,  -0.206818,  -0.602196,  -0.647812,   0.905164,  -1.502359,   0.044325,  -7.687096,  11.520012,  -2.395273,   6.228189, 0
   0.658286,  -0.403725,  -0.198888,  -0.615249,  -0.645827,   0.916111,  -1.548314,   0.040479,  -7.815358,  11.869022,  -2.380188,   6.433852, 0
   0.666330,  -0.398831,  -0.191674,  -0.627164,  -0.642891,   0.927719,  -1.592559,   0.036920,  -7.929380,  12.189143,  -2.363820,   6.623582, 0
   0.673652,  -0.394268,  -0.185107,  -0.638040,  -0.638952,   0.939369,  -1.634867,   0.033635,  -8.030910,  12.482804,  -2.346659,   6.798552, 0
   0.680321,  -0.390019,  -0.179125,  -0.647969,  -0.634018,   0.950611,  -1.675082,   0.030609,  -8.121465,  12.752234,  -2.329097,   6.959866, 0
   0.686401,  -0.386069,  -0.173672,  -0.657034,  -0.628147,   0.961137,  -1.713111,   0.027827,  -8.202363,  12.999473,  -2.311444,   7.108555, 0
   0.691946,  -0.382399,  -0.168698,  -0.665309,  -0.621428,   0.970746,  -1.748910,   0.025274,  -8.274754,  13.226393,  -2.293942,   7.245582, 0
   0.697008,  -0.378992,  -0.164159,  -0.672864,  -0.613970,   0.979319,  -1.782474,   0.022936,  -8.339639,  13.434704,  -2.276778,   7.371843, 0
   0.701631,  -0.375833,  -0.160012,  -0.679762,  -0.605894,   0.986805,  -1.813826,   0.020798,  -8.397892,  13.625973,  -2.260091,   7.488173, 0
   0.705856,  -0.372905,  -0.156223,  -0.686060,  -0.597322,   0.993195,  -1.843015,   0.018846,  -8.450275,  13.801634,  -2.243985,   7.595344, 0
   0.709719,  -0.370193,  -0.152758,  -0.691811,  -0.588377,   0.998516,  -1.870104,   0.017066,  -8.497454,  13.962995,  -2.228532,   7.694073, 0
   0.713255,  -0.367683,  -0.149587,  -0.697062,  -0.579175,   1.002817,  -1.895171,   0.015444,  -8.540011,  14.111256,  -2.213779,   7.785024, 0
   0.716491,  -0.365360,  -0.146684,  -0.701858,  -0.569825,   1.006166,  -1.918303,   0.013969,  -8.578455,  14.247510,  -2.199754,   7.868809, 0
