  0.253484,   1.555892,  -0.253484,   0.509269,   0.358345,   0.085486
  0.303428,   1.432879,  -0.154730,   0.450716,   0.304084,   0.100731
  0.216164,   1.292462,  -0.196572,   0.345204,   0.299000,   0.123300
  0.191854,   1.162264,  -0.179642,   0.303892,   0.271454,   0.100138
  0.172048,   1.045185,  -0.162408,   0.267453,   0.246408,   0.079685
  0.154635,   0.939895,  -0.146523,   0.235437,   0.223920,   0.061402
  0.139107,   0.845210,  -0.132099,   0.207348,   0.203733,   0.045158
  0.125193,   0.760062,  -0.119056,   0.182722,   0.185588,   0.030847
  0.112698,   0.683492,  -0.107281,   0.161133,   0.169250,   0.018349
  0.101463,   0.614635,  -0.096659,   0.142198,   0.154514,   0.007533
  0.091354,   0.552716,  -0.087080,   0.125580,   0.141199,  -0.001738
  0.082255,   0.497036,  -0.078443,   0.110984,   0.129148,  -0.009606
  0.074062,   0.446965,  -0.070657,   0.098154,   0.118224,  -0.016207
  0.066683,   0.401939,  -0.063638,   0.086866,   0.108310,  -0.021675
  0.060038,   0.361450,  -0.057312,   0.076928,   0.099301,  -0.026135
  0.054052,   0.325040,  -0.051610,   0.068171,   0.091105,  -0.029705
  0.048661,   0.292299,  -0.046472,   0.060449,   0.083640,  -0.032495
  0.043804,   0.262856,  -0.041842,   0.053635,   0.076835,  -0.034603
  0.039431,   0.236379,  -0.037670,   0.047618,   0.070625,  -0.036121
  0.035491,   0.212570,  -0.033912,   0.042301,   0.064953,  -0.037130
  0.031944,   0.191159,  -0.030526,   0.037599,   0.059768,  -0.037705
  0.028749,   0.171905,  -0.027477,   0.033439,   0.055024,  -0.037910
  0.025872,   0.154591,  -0.024730,   0.029755,   0.050681,  -0.037805
  0.023282,   0.139021,  -0.022256,   0.026491,   0.046701,  -0.037441
  0.020951,   0.125019,  -0.020029,   0.023597,   0.043052,  -0.036864
  0.018851,   0.112428,  -0.018024,   0.021029,   0.039704,  -0.036114
  0.016962,   0.101105,  -0.016218,   0.018750,   0.036631,  -0.035226
  0.015261,   0.090923,  -0.014593,   0.016725,   0.033809,  -0.034231
  0.013730,   0.081766,  -0.013130,   0.014926,   0.031216,  -0.033155
  0.012352,   0.073531,  -0.011813,   0.013326,   0.028833,  -0.032021
  0.011112,   0.066126,  -0.010628,   0.011902,   0.026642,  -0.030847
  0.009996,   0.059466,  -0.009562,   0.010635,   0.024627,  -0.029651
  0.008992,   0.053478,  -0.008602,   0.009507,   0.022775,  -0.028447
  0.008089,   0.048092,  -0.007738,   0.008502,   0.021070,  -0.027246
  0.007276,   0.043249,  -0.006961,   0.007606,   0.019503,  -0.026058
  0.006545,   0.038893,  -0.006262,   0.006807,   0.018061,  -0.024890
  0.005887,   0.034977,  -0.005633,   0.006095,   0.016734,  -0.023751
  0.005295,   0.031454,  -0.005067,   0.005459,   0.015514,  -0.022643
  0.004763,   0.028287,  -0.004558,   0.004892,   0.014392,  -0.021573
  0.004284,   0.025438,  -0.004100,   0.004385,   0.013360,  -0.020542
  0.003853,   0.022876,  -0.003687,   0.003933,   0.012412,  -0.019554
  0.003465,   0.020573,  -0.003317,   0.003529,   0.011540,  -0.018609
  0.003117,   0.018501,  -0.002983,   0.003168,   0.010740,  -0.017708
  0.002803,   0.016638,  -0.002683,   0.002845,   0.010005,  -0.016853
  0.002521,   0.014962,  -0.002413,   0.002557,   0.009330,  -0.016043
  0.002267,   0.013456,  -0.002171,   0.002299,   0.008711,  -0.015279
  0.002039,   0.012101,  -0.001952,   0.002068,   0.008144,  -0.014558
  0.001834,   0.010882,  -0.001756,   0.001862,   0.007625,  -0.013881
  0.001649,   0.009786,  -0.001579,   0.001678,   0.007150,  -0.013246
  0.001483,   0.008801,  -0.001421,   0.001513,   0.006716,  -0.012653
  0.001334,   0.007915,  -0.001278,   0.001366,   0.006319,  -0.012100
  0.001200,   0.007118,  -0.001149,   0.001234,   0.005957,  -0.011585
  0.001079,   0.006401,  -0.001034,   0.001116,   0.005627,  -0.011108
  0.000970,   0.005756,  -0.000930,   0.001011,   0.005328,  -0.010666
  0.000873,   0.005177,  -0.000836,   0.000917,   0.005055,  -0.010259
  0.000785,   0.004655,  -0.000752,   0.000833,   0.004809,  -0.009885
  0.000706,   0.004186,  -0.000676,   0.000758,   0.004586,  -0.009542
  0.000635,   0.003765,  -0.000608,   0.000692,   0.004385,  -0.009230
  0.000571,   0.003386,  -0.000547,   0.000632,   0.004204,  -0.008945
  0.000513,   0.003045,  -0.000492,   0.000579,   0.004042,  -0.008688
  0.000462,   0.002738,  -0.000443,   0.000532,   0.003897,  -0.008456
  0.000415,   0.002462,  -0.000398,   0.000491,   0.003769,  -0.008249
  0.000373,   0.002215,  -0.000358,   0.000454,   0.003655,  -0.008065
  0.000336,   0.001992,  -0.000322,   0.000422,   0.003556,  -0.007903
  0.000302,   0.001791,  -0.000290,   0.000394,   0.003469,  -0.007761
  0.000272,   0.001611,  -0.000261,   0.000369,   0.003394,  -0.007639
  0.000244,   0.001448,  -0.000234,   0.000347,   0.003331,  -0.007536
  0.000220,   0.001303,  -0.000211,   0.000329,   0.003277,  -0.007450
  0.000198,   0.001171,  -0.000190,   0.000313,   0.003233,  -0.007380
  0.000178,   0.001053,  -0.000170,   0.000300,   0.003198,  -0.007326
  0.000160,   0.000947,  -0.000153,   0.000289,   0.003172,  -0.007286
  0.000144,   0.000852,  -0.000138,   0.000280,   0.003153,  -0.007261
  0.000129,   0.000766,  -0.000124,   0.000274,   0.003141,  -0.007248
  0.000116,   0.000689,  -0.000112,   0.000269,   0.003136,  -0.007247
  0.000104,   0.000620,  -0.000100,   0.000265,   0.003137,  -0.007258
  0.000094,   0.000557,  -0.000090,   0.000264,   0.003145,  -0.007279
  0.000085,   0.000501,  -0.000081,   0.000264,   0.003157,  -0.007311
  0.000076,   0.000451,  -0.000073,   0.000265,   0.003175,  -0.007352
  0.000068,   0.000405,  -0.000066,   0.000268,   0.003198,  -0.007403
  0.000061,   0.000364,  -0.000059,   0.000271,   0.003225,  -0.007461
  0.000055,   0.000328,  -0.000053,   0.000276,   0.003257,  -0.007528
  0.000050,   0.000295,  -0.000048,   0.000283,   0.003293,  -0.007602
  0.000045,   0.000265,  -0.000043,   0.000290,   0.003332,  -0.007683
  0.000040,   0.000238,  -0.000039,   0.000298,   0.003375,  -0.007771
  0.000036,   0.000214,  -0.000035,   0.000308,   0.003422,  -0.007865
  0.000033,   0.000193,  -0.000031,   0.000318,   0.003473,  -0.007965
  0.000029,   0.000173,  -0.000028,   0.000330,   0.003526,  -0.008070
  0.000026,   0.000156,  -0.000025,   0.000342,   0.003582,  -0.008180
  0.000024,   0.000140,  -0.000023,   0.000355,   0.003642,  -0.008296
  0.000021,   0.000126,  -0.000020,   0.000370,   0.003705,  -0.008415
  0.000019,   0.000113,  -0.000018,   0.000385,   0.003770,  -0.008540
  0.000017,   0.000102,  -0.000017,   0.000401,   0.003838,  -0.008668
  0.000015,   0.000092,  -0.000015,   0.000418,   0.003909,  -0.008800
  0.000014,   0.000082,  -0.000013,   0.000435,   0.003983,  -0.008936
  0.000013,   0.000074,  -0.000012,   0.000454,   0.004060,  -0.009075
  0.000011,   0.000067,  -0.000011,   0.000474,   0.004140,  -0.009217
  0.000010,   0.000060,  -0.000010,   0.000494,   0.004222,  -0.009362
  0.000009,   0.000054,  -0.000009,   0.000515,   0.004308,  -0.009510
  0.000008,   0.000049,  -0.000008,   0.000537,   0.004397,  -0.009661
  0.000007,   0.000044,  -0.000007,   0.000559,   0.004489,  -0.009814
  0.000007,   0.000039,  -0.000006,   0.000583,   0.004584,  -0.009970
  0.000006,   0.000035,  -0.000006,   0.000607,   0.004683,  -0.010127
  0.000005,   0.000032,  -0.000005,   0.000632,   0.004786,  -0.010287
  0.000005,   0.000029,  -0.000005,   0.000657,   0.004894,  -0.010449
  0.000004,   0.000026,  -0.000004,   0.000683,   0.005007,  -0.010612
